placeName,totalPopulation,malePopulation,femalePopulation,medianAge,medianAgeMale,medianAgeFemale,whitePopulation,blackPopulation,asianPopulation,hispanicPopulation,medianHouseholdIncome,incomeBelow10k,income10kTo15k,income15kTo25k,perCapitaIncome,populationBelowPoverty,medianGrossRent,totalHousingUnits,ownerOccupiedHousingUnits,renterOccupiedHousingUnits,medianHomeValue,medianMonthlyHousingCosts,medianYearStructureBuilt,totalEducationPopulation,bachelorsDegree,mastersDegree,doctorateDegree,employedPopulation,occupationData,managementOccupation,serviceOccupation,foreignBornPopulation,notHispanicWhitePopulation,notHispanicBlackPopulation,commuters,meanTravelTime,carAvailability,disabilityPopulation,healthInsurancePopulation,householdPopulation,singleParentHouseholds,unmarriedPartners,marriedPopulation,state,place,stateFIPS,placeFIPS,city,zip,latitude,longitude
"Byers CDP, Colorado",1338,558,780,37.2,42.6,18.9,906,0,4,667,85104,7,5,7,25411,44,1046,458,347,68,259200,1046,1966,784,239,83,9,704,561,92083,38571,667,0,4,561,21525,415,1338,1338,415,307,,1070,CO,10985,8,10985,BYERS,80103,39.78035,-104.09576
"Ca̱on City city, Colorado",16369,7883,8486,43.9,38.4,50,15556,210,19,1844,49963,588,424,462,26739,2304,790,7862,4942,2356,185300,790,1975,11644,2707,1606,859,6205,5894,36333,42205,1844,186,19,5901,113230,7298,15126,15126,7298,4486,,13399,CO,11810,8,11810,CANON CITY,81212,38.54409,-105.42498
"Carbondale town, Colorado",6658,3552,3106,40.1,41.8,36.9,5233,65,17,2014,85580,105,102,118,39587,725,1668,2884,1589,1034,645000,1668,1992,4976,575,1625,581,4076,3927,70462,27250,2014,65,17,3885,91300,2623,6569,6569,2623,1643,,5499,CO,12045,8,12045,CARBONDALE,81623,39.2451,-107.20921
"Castle Pines city, Colorado",10977,5533,5444,43,42,44.1,9606,518,545,375,178036,75,135,37,64910,503,1489,3717,3141,399,652300,1489,2001,7201,580,3262,1365,6104,5939,127324,71250,375,518,510,5873,111520,3540,10962,10962,3540,3066,,8771,CO,12387,8,12387,CASTLE PINES,80108,39.44441,-104.85321
"Castle Pines Village CDP, Colorado",4558,2337,2221,52.2,52.3,51.6,4187,0,182,132,225278,0,0,0,102342,68,2225,1784,1608,42,961200,2225,2000,3274,83,1659,659,2003,1883,158281,-666666666,132,0,182,1845,39350,1650,4558,4558,1650,1532,,3782,CO,12393,8,12393,CASTLE PINES VILLAGE,80108,39.44441,-104.85321
"Castle Rock town, Colorado",65176,32379,32797,35.5,34.6,36.5,58692,515,1295,7412,113585,447,238,239,44419,2315,1630,22225,17206,4330,444800,1630,2003,41416,5243,14448,5035,35188,33719,103225,31354,7412,428,1295,33486,866605,21536,64440,64440,21536,16590,,49937,CO,12415,8,12415,CASTLE ROCK,80104,39.30213,-104.81967
"Castle Rock town, Colorado",65176,32379,32797,35.5,34.6,36.5,58692,515,1295,7412,113585,447,238,239,44419,2315,1630,22225,17206,4330,444800,1630,2003,41416,5243,14448,5035,35188,33719,103225,31354,7412,428,1295,33486,866605,21536,64440,64440,21536,16590,,49937,CO,12415,8,12415,CASTLE ROCK,80104,39.30213,-104.81967
"Castle Rock town, Colorado",65176,32379,32797,35.5,34.6,36.5,58692,515,1295,7412,113585,447,238,239,44419,2315,1630,22225,17206,4330,444800,1630,2003,41416,5243,14448,5035,35188,33719,103225,31354,7412,428,1295,33486,866605,21536,64440,64440,21536,16590,,49937,CO,12415,8,12415,CASTLE ROCK,80108,39.44441,-104.85321
"Castle Rock town, Colorado",65176,32379,32797,35.5,34.6,36.5,58692,515,1295,7412,113585,447,238,239,44419,2315,1630,22225,17206,4330,444800,1630,2003,41416,5243,14448,5035,35188,33719,103225,31354,7412,428,1295,33486,866605,21536,64440,64440,21536,16590,,49937,CO,12415,8,12415,CASTLE ROCK,80109,39.36473,-104.90056
"Cedaredge town, Colorado",2614,1105,1509,48.8,50.1,48.5,2542,0,12,210,34412,119,96,68,20888,774,824,1288,759,385,192100,824,1980,1852,541,314,94,1084,863,36964,6250,210,0,12,824,23785,1144,2614,2614,1144,631,,2216,CO,12635,8,12635,CEDAREDGE,81413,38.97171,-107.90845
"Centennial city, Colorado",111331,56098,55233,41.3,39.1,43,94250,2732,6113,10197,109767,660,380,444,51991,3300,1728,41744,33336,7361,458300,1728,1982,78443,9317,28487,13466,61996,59788,93880,36190,10197,2682,6097,59026,1349460,40697,109370,109370,40697,30176,,90026,CO,12815,8,12815,CENTENNIAL,80121,39.61045,-104.95421
"Centennial city, Colorado",111331,56098,55233,41.3,39.1,43,94250,2732,6113,10197,109767,660,380,444,51991,3300,1728,41744,33336,7361,458300,1728,1982,78443,9317,28487,13466,61996,59788,93880,36190,10197,2682,6097,59026,1349460,40697,109370,109370,40697,30176,,90026,CO,12815,8,12815,CENTENNIAL,80122,39.5806,-104.95573
"Centennial city, Colorado",111331,56098,55233,41.3,39.1,43,94250,2732,6113,10197,109767,660,380,444,51991,3300,1728,41744,33336,7361,458300,1728,1982,78443,9317,28487,13466,61996,59788,93880,36190,10197,2682,6097,59026,1349460,40697,109370,109370,40697,30176,,90026,CO,12815,8,12815,CENTENNIAL,80161,39.6133,-105.0166
"Center town, Colorado",2379,1082,1297,32.1,26.3,36.5,1820,74,0,2050,44507,62,100,40,19644,505,578,994,523,366,88300,578,1965,1318,290,52,91,1184,1055,175080,37813,2050,74,0,1008,14860,889,2379,2379,889,644,,1705,CO,12855,8,12855,CENTER,81125,37.81745,-106.06678
"Center town, Colorado",2379,1082,1297,32.1,26.3,36.5,1820,74,0,2050,44507,62,100,40,19644,505,578,994,523,366,88300,578,1965,1318,290,52,91,1184,1055,175080,37813,2050,74,0,1008,14860,889,2379,2379,889,644,,1705,CO,12855,8,12855,CENTER,81136,37.72672,-105.85355
"Cherry Creek CDP, Colorado",11503,5526,5977,40.3,40.8,38.8,9085,197,1230,904,118886,124,23,65,69744,442,1612,4263,3000,1175,664500,1612,1983,7527,482,2794,1517,6214,5949,117344,30417,904,164,1194,5812,108485,4175,11503,11503,4175,3081,,8992,CO,13590,8,13590,CHERRY CREEK,80111,39.6124,-104.88025
"Cherry Hills Village city, Colorado",6680,3316,3364,46.8,47.1,46.7,6383,0,111,387,250001,56,16,2,141873,268,2191,2390,2111,139,1919500,2191,1975,4651,151,2236,924,2877,2783,171538,-666666666,387,0,111,2764,47490,2250,6675,6675,2250,2021,,5228,CO,13845,8,13845,CHERRY HILLS VILLAGE,80111,39.6124,-104.88025
"Cimarron Hills CDP, Colorado",18981,9742,9239,32.5,32.4,32.6,13557,999,488,5295,71342,302,77,123,31123,1664,1123,7187,4995,1766,233200,1123,1985,12293,2503,2513,838,10005,9594,64830,32574,5295,885,488,9976,241765,6761,18491,18491,6761,5088,,14772,CO,14587,8,14587,CIMARRON HILLS,80914,38.82401,-104.70546
"Clifton CDP, Colorado",20783,10186,10597,32.7,32.3,33.3,19268,20,193,5077,46394,833,379,486,21119,4761,969,7612,4697,2544,158000,969,1987,13239,3701,1094,374,10145,9244,50964,29750,5077,20,193,8979,160340,7241,20783,20783,7241,4777,,15914,CO,15165,8,15165,CLIFTON,81520,39.10962,-108.43561
"Coal Creek CDP, Colorado",2605,1350,1255,46.3,46.7,43.3,2528,0,17,138,120813,48,24,0,57838,179,1762,1466,1124,98,437900,1762,1981,2144,216,818,348,1661,1602,88882,-666666666,138,0,17,1587,60975,1222,2605,2605,1222,799,,2195,CO,15302,8,15302,COAL CREEK,81221,38.36243,-105.14238
"Colorado City CDP, Colorado",2200,998,1202,38.6,43.9,37.3,2086,0,0,631,56186,64,47,26,24137,285,864,908,580,211,162200,864,1993,1410,505,157,122,815,760,41875,-666666666,631,0,0,742,20125,791,2200,2200,791,578,,1751,CO,15935,8,15935,COLORADO CITY,81019,37.94152,-104.83714
"Colorado Springs city, Colorado",471686,236066,235620,34.7,33.3,36.4,364404,29617,13271,84879,67719,8717,7017,6635,35506,52298,1196,194008,111167,73621,294500,1196,1984,313413,48687,74810,37299,242373,228329,65750,32830,84879,27900,13010,235062,4970330,184788,457146,457146,184788,117164,,381167,CO,16000,8,16000,COLORADO SPRINGS,80901,38.8339,-104.8214
"Colorado Springs city, Colorado",471686,236066,235620,34.7,33.3,36.4,364404,29617,13271,84879,67719,8717,7017,6635,35506,52298,1196,194008,111167,73621,294500,1196,1984,313413,48687,74810,37299,242373,228329,65750,32830,84879,27900,13010,235062,4970330,184788,457146,457146,184788,117164,,381167,CO,16000,8,16000,COLORADO SPRINGS,80902,38.68683,-104.8127
"Colorado Springs city, Colorado",471686,236066,235620,34.7,33.3,36.4,364404,29617,13271,84879,67719,8717,7017,6635,35506,52298,1196,194008,111167,73621,294500,1196,1984,313413,48687,74810,37299,242373,228329,65750,32830,84879,27900,13010,235062,4970330,184788,457146,457146,184788,117164,,381167,CO,16000,8,16000,COLORADO SPRINGS,80903,38.83249,-104.81342
"Colorado Springs city, Colorado",471686,236066,235620,34.7,33.3,36.4,364404,29617,13271,84879,67719,8717,7017,6635,35506,52298,1196,194008,111167,73621,294500,1196,1984,313413,48687,74810,37299,242373,228329,65750,32830,84879,27900,13010,235062,4970330,184788,457146,457146,184788,117164,,381167,CO,16000,8,16000,COLORADO SPRINGS,80904,38.86321,-104.87197
"Colorado Springs city, Colorado",471686,236066,235620,34.7,33.3,36.4,364404,29617,13271,84879,67719,8717,7017,6635,35506,52298,1196,194008,111167,73621,294500,1196,1984,313413,48687,74810,37299,242373,228329,65750,32830,84879,27900,13010,235062,4970330,184788,457146,457146,184788,117164,,381167,CO,16000,8,16000,COLORADO SPRINGS,80905,38.81855,-104.83649
"Colorado Springs city, Colorado",471686,236066,235620,34.7,33.3,36.4,364404,29617,13271,84879,67719,8717,7017,6635,35506,52298,1196,194008,111167,73621,294500,1196,1984,313413,48687,74810,37299,242373,228329,65750,32830,84879,27900,13010,235062,4970330,184788,457146,457146,184788,117164,,381167,CO,16000,8,16000,COLORADO SPRINGS,80906,38.76744,-104.87023
"Colorado Springs city, Colorado",471686,236066,235620,34.7,33.3,36.4,364404,29617,13271,84879,67719,8717,7017,6635,35506,52298,1196,194008,111167,73621,294500,1196,1984,313413,48687,74810,37299,242373,228329,65750,32830,84879,27900,13010,235062,4970330,184788,457146,457146,184788,117164,,381167,CO,16000,8,16000,COLORADO SPRINGS,80907,38.87912,-104.82137
"Colorado Springs city, Colorado",471686,236066,235620,34.7,33.3,36.4,364404,29617,13271,84879,67719,8717,7017,6635,35506,52298,1196,194008,111167,73621,294500,1196,1984,313413,48687,74810,37299,242373,228329,65750,32830,84879,27900,13010,235062,4970330,184788,457146,457146,184788,117164,,381167,CO,16000,8,16000,COLORADO SPRINGS,80908,39.0463,-104.69094
"Colorado Springs city, Colorado",471686,236066,235620,34.7,33.3,36.4,364404,29617,13271,84879,67719,8717,7017,6635,35506,52298,1196,194008,111167,73621,294500,1196,1984,313413,48687,74810,37299,242373,228329,65750,32830,84879,27900,13010,235062,4970330,184788,457146,457146,184788,117164,,381167,CO,16000,8,16000,COLORADO SPRINGS,80908,39.0463,-104.69094
"Colorado Springs city, Colorado",471686,236066,235620,34.7,33.3,36.4,364404,29617,13271,84879,67719,8717,7017,6635,35506,52298,1196,194008,111167,73621,294500,1196,1984,313413,48687,74810,37299,242373,228329,65750,32830,84879,27900,13010,235062,4970330,184788,457146,457146,184788,117164,,381167,CO,16000,8,16000,COLORADO SPRINGS,80909,38.85255,-104.77434
"Colorado Springs city, Colorado",471686,236066,235620,34.7,33.3,36.4,364404,29617,13271,84879,67719,8717,7017,6635,35506,52298,1196,194008,111167,73621,294500,1196,1984,313413,48687,74810,37299,242373,228329,65750,32830,84879,27900,13010,235062,4970330,184788,457146,457146,184788,117164,,381167,CO,16000,8,16000,COLORADO SPRINGS,80910,38.81178,-104.7743
"Colorado Springs city, Colorado",471686,236066,235620,34.7,33.3,36.4,364404,29617,13271,84879,67719,8717,7017,6635,35506,52298,1196,194008,111167,73621,294500,1196,1984,313413,48687,74810,37299,242373,228329,65750,32830,84879,27900,13010,235062,4970330,184788,457146,457146,184788,117164,,381167,CO,16000,8,16000,COLORADO SPRINGS,80911,38.75325,-104.71955
"Colorado Springs city, Colorado",471686,236066,235620,34.7,33.3,36.4,364404,29617,13271,84879,67719,8717,7017,6635,35506,52298,1196,194008,111167,73621,294500,1196,1984,313413,48687,74810,37299,242373,228329,65750,32830,84879,27900,13010,235062,4970330,184788,457146,457146,184788,117164,,381167,CO,16000,8,16000,COLORADO SPRINGS,80914,38.82401,-104.70546
"Colorado Springs city, Colorado",471686,236066,235620,34.7,33.3,36.4,364404,29617,13271,84879,67719,8717,7017,6635,35506,52298,1196,194008,111167,73621,294500,1196,1984,313413,48687,74810,37299,242373,228329,65750,32830,84879,27900,13010,235062,4970330,184788,457146,457146,184788,117164,,381167,CO,16000,8,16000,COLORADO SPRINGS,80915,38.85271,-104.71652
"Colorado Springs city, Colorado",471686,236066,235620,34.7,33.3,36.4,364404,29617,13271,84879,67719,8717,7017,6635,35506,52298,1196,194008,111167,73621,294500,1196,1984,313413,48687,74810,37299,242373,228329,65750,32830,84879,27900,13010,235062,4970330,184788,457146,457146,184788,117164,,381167,CO,16000,8,16000,COLORADO SPRINGS,80916,38.80327,-104.71208
"Colorado Springs city, Colorado",471686,236066,235620,34.7,33.3,36.4,364404,29617,13271,84879,67719,8717,7017,6635,35506,52298,1196,194008,111167,73621,294500,1196,1984,313413,48687,74810,37299,242373,228329,65750,32830,84879,27900,13010,235062,4970330,184788,457146,457146,184788,117164,,381167,CO,16000,8,16000,COLORADO SPRINGS,80917,38.88684,-104.74049
"Colorado Springs city, Colorado",471686,236066,235620,34.7,33.3,36.4,364404,29617,13271,84879,67719,8717,7017,6635,35506,52298,1196,194008,111167,73621,294500,1196,1984,313413,48687,74810,37299,242373,228329,65750,32830,84879,27900,13010,235062,4970330,184788,457146,457146,184788,117164,,381167,CO,16000,8,16000,COLORADO SPRINGS,80918,38.91156,-104.78032
"Colorado Springs city, Colorado",471686,236066,235620,34.7,33.3,36.4,364404,29617,13271,84879,67719,8717,7017,6635,35506,52298,1196,194008,111167,73621,294500,1196,1984,313413,48687,74810,37299,242373,228329,65750,32830,84879,27900,13010,235062,4970330,184788,457146,457146,184788,117164,,381167,CO,16000,8,16000,COLORADO SPRINGS,80919,38.92797,-104.88025
"Colorado Springs city, Colorado",471686,236066,235620,34.7,33.3,36.4,364404,29617,13271,84879,67719,8717,7017,6635,35506,52298,1196,194008,111167,73621,294500,1196,1984,313413,48687,74810,37299,242373,228329,65750,32830,84879,27900,13010,235062,4970330,184788,457146,457146,184788,117164,,381167,CO,16000,8,16000,COLORADO SPRINGS,80920,38.95579,-104.77191
"Colorado Springs city, Colorado",471686,236066,235620,34.7,33.3,36.4,364404,29617,13271,84879,67719,8717,7017,6635,35506,52298,1196,194008,111167,73621,294500,1196,1984,313413,48687,74810,37299,242373,228329,65750,32830,84879,27900,13010,235062,4970330,184788,457146,457146,184788,117164,,381167,CO,16000,8,16000,COLORADO SPRINGS,80921,39.02648,-104.88156
"Colorado Springs city, Colorado",471686,236066,235620,34.7,33.3,36.4,364404,29617,13271,84879,67719,8717,7017,6635,35506,52298,1196,194008,111167,73621,294500,1196,1984,313413,48687,74810,37299,242373,228329,65750,32830,84879,27900,13010,235062,4970330,184788,457146,457146,184788,117164,,381167,CO,16000,8,16000,COLORADO SPRINGS,80922,38.88996,-104.70084
"Colorado Springs city, Colorado",471686,236066,235620,34.7,33.3,36.4,364404,29617,13271,84879,67719,8717,7017,6635,35506,52298,1196,194008,111167,73621,294500,1196,1984,313413,48687,74810,37299,242373,228329,65750,32830,84879,27900,13010,235062,4970330,184788,457146,457146,184788,117164,,381167,CO,16000,8,16000,COLORADO SPRINGS,80923,38.92673,-104.71433
"Colorado Springs city, Colorado",471686,236066,235620,34.7,33.3,36.4,364404,29617,13271,84879,67719,8717,7017,6635,35506,52298,1196,194008,111167,73621,294500,1196,1984,313413,48687,74810,37299,242373,228329,65750,32830,84879,27900,13010,235062,4970330,184788,457146,457146,184788,117164,,381167,CO,16000,8,16000,COLORADO SPRINGS,80924,38.96727,-104.72199
"Colorado Springs city, Colorado",471686,236066,235620,34.7,33.3,36.4,364404,29617,13271,84879,67719,8717,7017,6635,35506,52298,1196,194008,111167,73621,294500,1196,1984,313413,48687,74810,37299,242373,228329,65750,32830,84879,27900,13010,235062,4970330,184788,457146,457146,184788,117164,,381167,CO,16000,8,16000,COLORADO SPRINGS,80925,38.76156,-104.64441
"Colorado Springs city, Colorado",471686,236066,235620,34.7,33.3,36.4,364404,29617,13271,84879,67719,8717,7017,6635,35506,52298,1196,194008,111167,73621,294500,1196,1984,313413,48687,74810,37299,242373,228329,65750,32830,84879,27900,13010,235062,4970330,184788,457146,457146,184788,117164,,381167,CO,16000,8,16000,COLORADO SPRINGS,80926,38.64318,-104.92439
"Colorado Springs city, Colorado",471686,236066,235620,34.7,33.3,36.4,364404,29617,13271,84879,67719,8717,7017,6635,35506,52298,1196,194008,111167,73621,294500,1196,1984,313413,48687,74810,37299,242373,228329,65750,32830,84879,27900,13010,235062,4970330,184788,457146,457146,184788,117164,,381167,CO,16000,8,16000,COLORADO SPRINGS,80927,38.92833,-104.65878
"Colorado Springs city, Colorado",471686,236066,235620,34.7,33.3,36.4,364404,29617,13271,84879,67719,8717,7017,6635,35506,52298,1196,194008,111167,73621,294500,1196,1984,313413,48687,74810,37299,242373,228329,65750,32830,84879,27900,13010,235062,4970330,184788,457146,457146,184788,117164,,381167,CO,16000,8,16000,COLORADO SPRINGS,80928,38.64517,-104.44268
"Colorado Springs city, Colorado",471686,236066,235620,34.7,33.3,36.4,364404,29617,13271,84879,67719,8717,7017,6635,35506,52298,1196,194008,111167,73621,294500,1196,1984,313413,48687,74810,37299,242373,228329,65750,32830,84879,27900,13010,235062,4970330,184788,457146,457146,184788,117164,,381167,CO,16000,8,16000,COLORADO SPRINGS,80929,38.82453,-104.60833
"Colorado Springs city, Colorado",471686,236066,235620,34.7,33.3,36.4,364404,29617,13271,84879,67719,8717,7017,6635,35506,52298,1196,194008,111167,73621,294500,1196,1984,313413,48687,74810,37299,242373,228329,65750,32830,84879,27900,13010,235062,4970330,184788,457146,457146,184788,117164,,381167,CO,16000,8,16000,COLORADO SPRINGS,80930,38.80507,-104.50644
"Colorado Springs city, Colorado",471686,236066,235620,34.7,33.3,36.4,364404,29617,13271,84879,67719,8717,7017,6635,35506,52298,1196,194008,111167,73621,294500,1196,1984,313413,48687,74810,37299,242373,228329,65750,32830,84879,27900,13010,235062,4970330,184788,457146,457146,184788,117164,,381167,CO,16000,8,16000,COLORADO SPRINGS,80931,38.8339,-104.8214
"Colorado Springs city, Colorado",471686,236066,235620,34.7,33.3,36.4,364404,29617,13271,84879,67719,8717,7017,6635,35506,52298,1196,194008,111167,73621,294500,1196,1984,313413,48687,74810,37299,242373,228329,65750,32830,84879,27900,13010,235062,4970330,184788,457146,457146,184788,117164,,381167,CO,16000,8,16000,COLORADO SPRINGS,80932,38.8339,-104.8214
"Colorado Springs city, Colorado",471686,236066,235620,34.7,33.3,36.4,364404,29617,13271,84879,67719,8717,7017,6635,35506,52298,1196,194008,111167,73621,294500,1196,1984,313413,48687,74810,37299,242373,228329,65750,32830,84879,27900,13010,235062,4970330,184788,457146,457146,184788,117164,,381167,CO,16000,8,16000,COLORADO SPRINGS,80933,38.8339,-104.8214
"Colorado Springs city, Colorado",471686,236066,235620,34.7,33.3,36.4,364404,29617,13271,84879,67719,8717,7017,6635,35506,52298,1196,194008,111167,73621,294500,1196,1984,313413,48687,74810,37299,242373,228329,65750,32830,84879,27900,13010,235062,4970330,184788,457146,457146,184788,117164,,381167,CO,16000,8,16000,COLORADO SPRINGS,80934,38.8339,-104.8214
"Colorado Springs city, Colorado",471686,236066,235620,34.7,33.3,36.4,364404,29617,13271,84879,67719,8717,7017,6635,35506,52298,1196,194008,111167,73621,294500,1196,1984,313413,48687,74810,37299,242373,228329,65750,32830,84879,27900,13010,235062,4970330,184788,457146,457146,184788,117164,,381167,CO,16000,8,16000,COLORADO SPRINGS,80935,38.8339,-104.8214
"Colorado Springs city, Colorado",471686,236066,235620,34.7,33.3,36.4,364404,29617,13271,84879,67719,8717,7017,6635,35506,52298,1196,194008,111167,73621,294500,1196,1984,313413,48687,74810,37299,242373,228329,65750,32830,84879,27900,13010,235062,4970330,184788,457146,457146,184788,117164,,381167,CO,16000,8,16000,COLORADO SPRINGS,80936,38.8339,-104.8214
"Colorado Springs city, Colorado",471686,236066,235620,34.7,33.3,36.4,364404,29617,13271,84879,67719,8717,7017,6635,35506,52298,1196,194008,111167,73621,294500,1196,1984,313413,48687,74810,37299,242373,228329,65750,32830,84879,27900,13010,235062,4970330,184788,457146,457146,184788,117164,,381167,CO,16000,8,16000,COLORADO SPRINGS,80937,38.8339,-104.8214
"Colorado Springs city, Colorado",471686,236066,235620,34.7,33.3,36.4,364404,29617,13271,84879,67719,8717,7017,6635,35506,52298,1196,194008,111167,73621,294500,1196,1984,313413,48687,74810,37299,242373,228329,65750,32830,84879,27900,13010,235062,4970330,184788,457146,457146,184788,117164,,381167,CO,16000,8,16000,COLORADO SPRINGS,80938,38.90157,-104.65926
"Colorado Springs city, Colorado",471686,236066,235620,34.7,33.3,36.4,364404,29617,13271,84879,67719,8717,7017,6635,35506,52298,1196,194008,111167,73621,294500,1196,1984,313413,48687,74810,37299,242373,228329,65750,32830,84879,27900,13010,235062,4970330,184788,457146,457146,184788,117164,,381167,CO,16000,8,16000,COLORADO SPRINGS,80939,38.87772,-104.67742
"Colorado Springs city, Colorado",471686,236066,235620,34.7,33.3,36.4,364404,29617,13271,84879,67719,8717,7017,6635,35506,52298,1196,194008,111167,73621,294500,1196,1984,313413,48687,74810,37299,242373,228329,65750,32830,84879,27900,13010,235062,4970330,184788,457146,457146,184788,117164,,381167,CO,16000,8,16000,COLORADO SPRINGS,80949,38.8339,-104.8214
"Colorado Springs city, Colorado",471686,236066,235620,34.7,33.3,36.4,364404,29617,13271,84879,67719,8717,7017,6635,35506,52298,1196,194008,111167,73621,294500,1196,1984,313413,48687,74810,37299,242373,228329,65750,32830,84879,27900,13010,235062,4970330,184788,457146,457146,184788,117164,,381167,CO,16000,8,16000,COLORADO SPRINGS,80951,38.88396,-104.6558
"Colorado Springs city, Colorado",471686,236066,235620,34.7,33.3,36.4,364404,29617,13271,84879,67719,8717,7017,6635,35506,52298,1196,194008,111167,73621,294500,1196,1984,313413,48687,74810,37299,242373,228329,65750,32830,84879,27900,13010,235062,4970330,184788,457146,457146,184788,117164,,381167,CO,16000,8,16000,COLORADO SPRINGS,80960,38.8339,-104.8214
"Colorado Springs city, Colorado",471686,236066,235620,34.7,33.3,36.4,364404,29617,13271,84879,67719,8717,7017,6635,35506,52298,1196,194008,111167,73621,294500,1196,1984,313413,48687,74810,37299,242373,228329,65750,32830,84879,27900,13010,235062,4970330,184788,457146,457146,184788,117164,,381167,CO,16000,8,16000,COLORADO SPRINGS,80962,38.8339,-104.8214
"Colorado Springs city, Colorado",471686,236066,235620,34.7,33.3,36.4,364404,29617,13271,84879,67719,8717,7017,6635,35506,52298,1196,194008,111167,73621,294500,1196,1984,313413,48687,74810,37299,242373,228329,65750,32830,84879,27900,13010,235062,4970330,184788,457146,457146,184788,117164,,381167,CO,16000,8,16000,COLORADO SPRINGS,80970,38.8339,-104.8214
"Columbine CDP, Colorado",25892,13186,12706,40.7,40.2,42,23502,277,487,2579,105089,140,173,332,45565,1102,2019,9794,8497,1091,432300,2019,1976,18357,2663,6387,2158,13608,13231,85026,58516,2579,277,487,13029,341600,9588,25820,25820,9588,7341,,20807,CO,16110,8,16110,COLUMBINE,80123,39.61578,-105.0692
"Columbine Valley town, Colorado",1498,756,742,55.6,55.8,55.5,1459,0,10,36,219875,5,3,0,118268,16,-666666666,607,576,7,978000,-666666666,1976,1127,76,503,276,655,649,250001,-666666666,36,0,10,646,11935,583,1498,1498,583,512,,1236,CO,16385,8,16385,COLUMBINE VALLEY,80123,39.61578,-105.0692
"Commerce City city, Colorado",55891,27846,28045,32.6,32.4,32.8,43496,1926,999,27337,82939,659,751,393,30508,5831,1400,17739,12993,4289,340100,1400,2002,34088,7400,5986,2294,29577,28476,73119,49313,27337,1803,964,28147,783410,17282,55627,55627,17282,13121,,41182,CO,16495,8,16495,COMMERCE CITY,80022,39.86448,-104.78868
"Commerce City city, Colorado",55891,27846,28045,32.6,32.4,32.8,43496,1926,999,27337,82939,659,751,393,30508,5831,1400,17739,12993,4289,340100,1400,2002,34088,7400,5986,2294,29577,28476,73119,49313,27337,1803,964,28147,783410,17282,55627,55627,17282,13121,,41182,CO,16495,8,16495,COMMERCE CITY,80022,39.86448,-104.78868
"Commerce City city, Colorado",55891,27846,28045,32.6,32.4,32.8,43496,1926,999,27337,82939,659,751,393,30508,5831,1400,17739,12993,4289,340100,1400,2002,34088,7400,5986,2294,29577,28476,73119,49313,27337,1803,964,28147,783410,17282,55627,55627,17282,13121,,41182,CO,16495,8,16495,COMMERCE CITY,80024,39.84403,-104.91842
"Commerce City city, Colorado",55891,27846,28045,32.6,32.4,32.8,43496,1926,999,27337,82939,659,751,393,30508,5831,1400,17739,12993,4289,340100,1400,2002,34088,7400,5986,2294,29577,28476,73119,49313,27337,1803,964,28147,783410,17282,55627,55627,17282,13121,,41182,CO,16495,8,16495,COMMERCE CITY,80037,39.8083,-104.9339
"Cortez city, Colorado",8729,3978,4751,36.9,34,38.7,6848,102,190,1920,42245,178,249,228,22298,1432,839,3851,1918,1542,166800,839,1974,5687,1462,1164,487,4088,3805,61972,39485,1920,102,190,3699,57935,3460,8656,8656,3460,2232,,6904,CO,17375,8,17375,CORTEZ,81321,37.31826,-108.76267
"Craig city, Colorado",8978,4452,4526,36.3,35.2,37.3,7955,36,18,1743,49667,396,223,121,27838,1459,825,4166,2115,1627,173500,825,1975,6231,1953,974,268,4523,4350,33917,91065,1743,36,18,4365,99570,3742,8816,8816,3742,2344,,7121,CO,17760,8,17760,CRAIG,81625,40.70295,-107.74652
